order_id,date,sku,title,category,color,qty,unit_price,revenue,cost,profit,margin,shipping_fee,shipping_cost,coupon_discount,ad_spend,ad_impressions,ad_clicks,channel,payment,installments_count,status,views,stock,state,city
MLB2026-000105,2026-02-23,CAP-IP16-PLU,Capa iPhone 16 Pelúcia Colorida,Pelúcia,Verde,1,41.9,41.9,18.77,6.91,16.5,19.9,13.93,0.0,2.29,3374,82,Anúncios,Cartão de crédito,,Concluída,4,82,PR,Londrina
MLB2026-000106,2026-02-23,CAP-IP16-PLU,Capa iPhone 16 Pelúcia Colorida,Pelúcia,Verde,1,41.9,41.9,17.57,21.04,50.2,0.0,0.0,3.29,0.0,0,0,Orgânico,Pix,,Concluída,4,81,DF,Ceilândia
MLB2026-000107,2026-02-24,CAP-IP15-SIL,Capa de Celular iPhone 15 Silicone Fosca,Silicone,Preto,1,24.9,24.9,10.7,5.17,20.8,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,81,95,RS,Canoas
MLB2026-000108,2026-02-24,CAP-IP15-SIL,Capa de Celular iPhone 15 Silicone Fosca,Silicone,Preto,1,24.9,24.9,9.83,13.51,54.3,0.0,0.0,0.0,1.56,3108,55,Anúncios,Cartão de crédito,,Concluída,81,94,RS,Porto Alegre
MLB2026-000109,2026-02-24,CAP-IP15-SIL,Capa de Celular iPhone 15 Silicone Fosca,Silicone,Preto,1,24.9,24.9,10.62,14.28,57.3,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Enviada,81,93,MG,Juiz de Fora
MLB2026-000110,2026-02-24,CAP-IP11-SIL,Capinha iPhone 11 Silicone Antichoque,Silicone,Preto,1,15.9,15.9,7.68,4.68,29.4,0.0,0.0,0.0,3.54,794,20,Anúncios,Pix,,Concluída,25,67,SP,Campinas
MLB2026-000111,2026-02-24,CAP-IP11-SIL,Capinha iPhone 11 Silicone Antichoque,Silicone,Preto,1,15.9,15.9,5.6,-8.62,-54.2,19.9,13.93,4.99,0.0,0,0,Orgânico,Cartão de crédito,9,Concluída,25,66,SP,Guarulhos
MLB2026-000112,2026-02-24,CAP-GA55-SIL,Capa Galaxy A55 Silicone Fosca,Silicone,Verde,1,22.9,22.9,10.13,1.81,7.9,12.9,9.03,0.0,1.93,686,11,Anúncios,Cartão de débito,,Cancelada,45,163,SP,São Paulo
MLB2026-000113,2026-02-24,CAP-GA55-SIL,Capa Galaxy A55 Silicone Fosca,Silicone,Verde,1,22.9,22.9,8.79,5.08,22.2,12.9,9.03,0.0,0.0,0,0,Orgânico,Cartão de crédito,6,Concluída,45,162,MG,Contagem
MLB2026-000114,2026-02-24,CAP-GA54-TPU,Capa Galaxy A54 TPU Antirrisco,TPU,Cinza,1,15.9,15.9,7.64,-0.77,-4.8,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,25,181,CE,Sobral
MLB2026-000115,2026-02-24,CAP-GS23-TPU,Capa Galaxy S23 TPU Camuflada,TPU,Camuflado,1,19.9,19.9,8.28,11.62,58.4,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,3,Concluída,22,210,MG,Juiz de Fora
MLB2026-000116,2026-02-24,CAP-GS23-TPU,Capa Galaxy S23 TPU Camuflada,TPU,Camuflado,1,19.9,19.9,7.59,-1.62,-8.1,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,22,209,PE,Petrolina
MLB2026-000117,2026-02-24,CAP-GS23-TPU,Capa Galaxy S23 TPU Camuflada,TPU,Camuflado,1,19.9,19.9,8.67,2.2,11.1,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Enviada,22,208,SP,Osasco
MLB2026-000118,2026-02-24,CAP-RN14-SIL,Capa Redmi Note 14 Silicone,Silicone,Preto,1,18.9,18.9,7.67,2.2,11.6,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Enviada,84,137,RS,Canoas
MLB2026-000119,2026-02-24,CAP-R12-SIL,Capa realme 12 Silicone Fosca,Silicone,Branco,1,20.9,20.9,8.8,12.1,57.9,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,33,206,SP,Osasco
MLB2026-000120,2026-02-24,CAP-R12-SIL,Capa realme 12 Silicone Fosca,Silicone,Branco,1,20.9,20.9,8.0,12.9,61.7,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,33,205,PR,Maringá
MLB2026-000121,2026-02-24,CAP-ME50-COU,Capa Moto Edge 50 Couro Sintético,Couro,Marrom,1,59.9,59.9,28.77,31.13,52.0,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,12,Concluída,39,70,PR,Londrina
MLB2026-000122,2026-02-24,CAP-RN14-AGU,Capa Redmi Note 14 À Prova d'Água,À Prova d'Água,Azul,1,54.9,54.9,23.81,26.9,49.0,0.0,0.0,0.0,4.19,2003,39,Anúncios,Pix,,Enviada,5,75,BA,Vitória da Conquista
MLB2026-000123,2026-02-24,CAP-GS25-SIL,Capa Galaxy S25 Ultra Silicone MagSafe,MagSafe,Preto,1,54.9,54.9,25.99,27.95,50.9,0.0,0.0,0.0,0.96,3220,52,Anúncios,Pix,,Concluída,58,35,BA,Salvador
MLB2026-000124,2026-02-24,CAP-GA54-SIL,Capa Galaxy A54 Silicone Vermelho,Silicone,Vermelho,1,18.9,18.9,7.57,2.3,12.2,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,14,204,PR,Maringá
MLB2026-000125,2026-02-24,CAP-R13C-SIL,Capa Redmi 13C Silicone Azul,Silicone,Azul,1,17.9,17.9,6.77,2.1,11.7,12.9,9.03,0.0,0.0,0,0,Orgânico,Cartão de crédito,9,Concluída,10,63,BA,Vitória da Conquista
MLB2026-000126,2026-02-25,CAP-IP15-SIL,Capa de Celular iPhone 15 Silicone Fosca,Silicone,Preto,1,24.9,24.9,9.02,6.85,27.5,12.9,9.03,0.0,0.0,0,0,Orgânico,Cartão de crédito,9,Concluída,30,92,PE,Caruaru
MLB2026-000127,2026-02-25,CAP-IP15-CRI,Capa iPhone 15 Acrílico Cristal Transparente,Cristal,Transparente,1,29.9,29.9,13.59,7.28,24.3,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,31,36,SP,Osasco
MLB2026-000128,2026-02-25,CAP-IP16-MAG,Capa iPhone 16 Silicone com MagSafe,MagSafe,Azul,1,49.9,49.9,19.09,30.81,61.7,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,9,Cancelada,22,170,RJ,Rio de Janeiro
MLB2026-000129,2026-02-25,CAP-IP14-COU,Capa iPhone 14 Couro Sintético Premium,Couro,Marrom,1,44.9,44.9,20.37,24.53,54.6,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,9,Concluída,58,124,ES,Vitória
MLB2026-000130,2026-02-25,CAP-IP12-TPU,Capa iPhone 12 TPU Transparente,TPU,Transparente,2,16.9,33.8,13.46,11.31,33.5,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,40,67,PA,Belém
MLB2026-000131,2026-02-25,CAP-IP11-SIL,Capinha iPhone 11 Silicone Antichoque,Silicone,Preto,1,15.9,15.9,6.95,8.95,56.3,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,29,65,SP,São Bernardo do Campo
MLB2026-000132,2026-02-25,CAP-IP11-SIL,Capinha iPhone 11 Silicone Antichoque,Silicone,Preto,1,15.9,15.9,5.94,8.98,56.5,0.0,0.0,0.0,0.98,2758,61,Anúncios,Boleto,,Concluída,29,64,MA,Imperatriz
MLB2026-000133,2026-02-25,CAP-IP11-SIL,Capinha iPhone 11 Silicone Antichoque,Silicone,Preto,1,15.9,15.9,5.71,1.16,7.3,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,29,63,DF,Brasília
MLB2026-000134,2026-02-25,CAP-GA55-SIL,Capa Galaxy A55 Silicone Fosca,Silicone,Verde,1,22.9,22.9,10.42,12.48,54.5,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Cancelada,65,161,DF,Brasília
MLB2026-000135,2026-02-25,CAP-GA55-SIL,Capa Galaxy A55 Silicone Fosca,Silicone,Verde,1,22.9,22.9,11.0,-4.98,-21.7,19.9,13.93,0.0,2.95,2478,73,Anúncios,Cartão de crédito,,Concluída,65,160,RS,Canoas
MLB2026-000136,2026-02-25,CAP-GA55-CRI,Capa Galaxy A55 Cristal Ultra Fino,Cristal,Transparente,1,26.9,26.9,13.43,4.03,15.0,12.9,9.03,0.41,0.0,0,0,Orgânico,Cartão de crédito,12,Concluída,33,139,MG,Juiz de Fora
MLB2026-000137,2026-02-25,CAP-GA55-CRI,Capa Galaxy A55 Cristal Ultra Fino,Cristal,Transparente,1,26.9,26.9,11.31,6.56,24.4,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,33,138,DF,Brasília
MLB2026-000138,2026-02-25,CAP-GA55-CRI,Capa Galaxy A55 Cristal Ultra Fino,Cristal,Transparente,1,26.9,26.9,9.87,5.26,19.6,12.9,9.03,0.0,2.74,926,24,Anúncios,Cartão de crédito,6,Concluída,33,137,MG,Contagem
MLB2026-000139,2026-02-25,CAP-GA54-TPU,Capa Galaxy A54 TPU Antirrisco,TPU,Cinza,1,15.9,15.9,7.06,-5.09,-32.0,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Cancelada,38,180,SC,Blumenau
MLB2026-000140,2026-02-25,CAP-GS24-SIL,Capa Galaxy S24 Silicone com Anel,Silicone,Azul,1,29.9,29.9,12.84,4.71,15.8,12.9,9.03,0.0,3.32,3047,53,Anúncios,Pix,,Concluída,23,166,SC,Chapecó
MLB2026-000141,2026-02-25,CAP-RN14-SIL,Capa Redmi Note 14 Silicone,Silicone,Preto,1,18.9,18.9,8.45,1.42,7.5,12.9,9.03,0.0,0.0,0,0,Orgânico,Cartão de crédito,9,Concluída,31,136,SP,Osasco
MLB2026-000142,2026-02-25,CAP-RN14-SIL,Capa Redmi Note 14 Silicone,Silicone,Preto,1,18.9,18.9,6.94,2.93,15.5,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,31,135,SP,São Paulo
MLB2026-000143,2026-02-25,CAP-RN13-SUP,Capa Redmi Note 13 com Suporte,Com Suporte,Preto,1,32.9,32.9,15.47,13.04,39.6,0.0,0.0,4.39,0.0,0,0,Orgânico,Cartão de crédito,6,Concluída,29,195,MG,Juiz de Fora
MLB2026-000144,2026-02-25,CAP-RN13-SUP,Capa Redmi Note 13 com Suporte,Com Suporte,Preto,1,32.9,32.9,12.07,8.24,25.0,12.9,9.03,3.56,0.0,0,0,Orgânico,Pix,,Concluída,29,194,SC,Chapecó
MLB2026-000145,2026-02-25,CAP-RN13-SUP,Capa Redmi Note 13 com Suporte,Com Suporte,Preto,3,32.9,98.7,42.45,53.38,54.1,0.0,0.0,0.0,2.87,2724,58,Anúncios,Pix,,Concluída,29,191,SP,Guarulhos
MLB2026-000146,2026-02-25,CAP-IP15-PLU,Capa iPhone 15 Pelúcia Colorida,Pelúcia,Rosa,1,39.9,39.9,18.64,10.6,26.6,12.9,9.03,0.0,1.63,396,7,Anúncios,Pix,,Concluída,14,155,BA,Salvador
MLB2026-000147,2026-02-25,CAP-RN14-AGU,Capa Redmi Note 14 À Prova d'Água,À Prova d'Água,Azul,1,54.9,54.9,22.76,30.33,55.2,0.0,0.0,0.0,1.81,413,11,Anúncios,Cartão de crédito,,Concluída,20,74,PR,Curitiba
MLB2026-000148,2026-02-25,CAP-RN14-AGU,Capa Redmi Note 14 À Prova d'Água,À Prova d'Água,Azul,1,54.9,54.9,20.31,34.59,63.0,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,20,73,RJ,Campos dos Goytacazes
MLB2026-000149,2026-02-25,CAP-IP16-CRI,Capa iPhone 16 Cristal Espelhada,Cristal,Prata,1,37.9,37.9,14.53,23.37,61.7,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,52,171,SP,Guarulhos
MLB2026-000150,2026-02-25,CAP-IP16-CRI,Capa iPhone 16 Cristal Espelhada,Cristal,Prata,1,37.9,37.9,15.97,12.9,34.0,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,52,170,SP,São Paulo
MLB2026-000151,2026-02-25,CAP-GS25-SIL,Capa Galaxy S25 Ultra Silicone MagSafe,MagSafe,Preto,1,54.9,54.9,22.27,32.63,59.4,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de débito,,Concluída,53,34,GO,Aparecida de Goiânia
MLB2026-000152,2026-02-25,CAP-MG84-SUP,Capa Moto G84 com Suporte,Com Suporte,Preto,2,29.9,59.8,21.22,20.94,35.0,19.9,13.93,0.0,3.71,1507,43,Anúncios,Cartão de crédito,3,Concluída,2,188,MG,Juiz de Fora
MLB2026-000153,2026-02-26,CAP-IP15-SIL,Capa de Celular iPhone 15 Silicone Fosca,Silicone,Preto,1,24.9,24.9,9.27,6.6,26.5,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,23,91,SP,Guarulhos
MLB2026-000154,2026-02-26,CAP-IP15-SIL,Capa de Celular iPhone 15 Silicone Fosca,Silicone,Preto,1,24.9,24.9,11.69,11.47,46.1,0.0,0.0,0.0,1.74,2806,32,Anúncios,Pix,,Concluída,23,90,SP,São Bernardo do Campo
MLB2026-000155,2026-02-26,CAP-IP14-COU,Capa iPhone 14 Couro Sintético Premium,Couro,Marrom,1,44.9,44.9,21.26,23.64,52.7,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,54,123,CE,Sobral
MLB2026-000156,2026-02-26,CAP-GA55-SIL,Capa Galaxy A55 Silicone Fosca,Silicone,Verde,1,22.9,22.9,10.14,-1.44,-6.3,19.9,13.93,0.27,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,19,159,PE,Caruaru
MLB2026-000157,2026-02-26,CAP-GA55-SIL,Capa Galaxy A55 Silicone Fosca,Silicone,Verde,1,22.9,22.9,8.91,0.06,0.3,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,19,158,RS,Pelotas
MLB2026-000158,2026-02-26,CAP-GA55-SIL,Capa Galaxy A55 Silicone Fosca,Silicone,Verde,1,22.9,22.9,11.31,11.59,50.6,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,19,157,SP,São Paulo
MLB2026-000159,2026-02-26,CAP-GS24-SIL,Capa Galaxy S24 Silicone com Anel,Silicone,Azul,1,29.9,29.9,12.41,3.56,11.9,19.9,13.93,0.0,0.0,0,0,Orgânico,Cartão de crédito,9,Concluída,38,165,DF,Brasília
MLB2026-000160,2026-02-26,CAP-GS23-TPU,Capa Galaxy S23 TPU Camuflada,TPU,Camuflado,1,19.9,19.9,9.5,1.37,6.9,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Pendente,19,207,RJ,Campos dos Goytacazes
MLB2026-000161,2026-02-26,CAP-RN13-TPU,Capa Redmi Note 13 TPU Cristal,TPU,Transparente,2,14.9,29.8,14.24,6.44,21.6,12.9,9.03,0.09,0.0,0,0,Orgânico,Pix,,Concluída,47,222,SP,São Bernardo do Campo
MLB2026-000162,2026-02-26,CAP-R11-PLU,Capa realme 11 Pelúcia Fofinha,Pelúcia,Rosa,1,34.9,34.9,14.18,4.3,12.3,19.9,13.93,0.0,2.49,2447,14,Anúncios,Pix,,Concluída,7,100,MG,Belo Horizonte
MLB2026-000163,2026-02-26,CAP-MG84-TPU,Capa Moto G84 TPU Transparente,TPU,Transparente,2,15.9,31.8,13.42,3.24,10.2,19.9,13.93,0.0,1.21,2446,47,Anúncios,Cartão de débito,,Enviada,72,168,ES,Serra
MLB2026-000164,2026-02-26,CAP-MG85-SIL,Capa Moto G85 Silicone Azul,Silicone,Azul,2,19.9,39.8,17.44,4.49,11.3,12.9,9.03,4.49,4.35,841,4,Anúncios,Boleto,,Concluída,25,209,SP,Campinas
MLB2026-000165,2026-02-26,CAP-IP15-PLU,Capa iPhone 15 Pelúcia Colorida,Pelúcia,Rosa,1,39.9,39.9,15.67,9.09,22.8,19.9,13.93,0.0,1.21,2568,54,Anúncios,Pix,,Concluída,6,154,AM,Manaus
MLB2026-000166,2026-02-26,CAP-IP15-PLU,Capa iPhone 15 Pelúcia Colorida,Pelúcia,Rosa,1,39.9,39.9,16.02,9.95,24.9,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,6,153,SP,Osasco
MLB2026-000167,2026-02-26,CAP-GS25-SIL,Capa Galaxy S25 Ultra Silicone MagSafe,MagSafe,Preto,1,54.9,54.9,20.79,31.32,57.0,0.0,0.0,0.0,2.79,1694,21,Anúncios,Pix,,Concluída,10,33,SP,São Paulo
MLB2026-000168,2026-02-26,CAP-R12-CRI,Capa realme 12 Cristal Transparente,Cristal,Transparente,3,24.9,74.7,35.25,26.09,34.9,12.9,9.03,0.0,4.33,1081,6,Anúncios,Pix,,Concluída,29,13,RS,Pelotas
MLB2026-000169,2026-02-26,CAP-R12-CRI,Capa realme 12 Cristal Transparente,Cristal,Transparente,1,24.9,24.9,10.35,5.52,22.2,12.9,9.03,0.0,0.0,0,0,Orgânico,Cartão de débito,,Concluída,29,12,BA,Vitória da Conquista
MLB2026-000170,2026-02-26,CAP-IP16-PLU,Capa iPhone 16 Pelúcia Colorida,Pelúcia,Verde,1,41.9,41.9,19.5,22.4,53.5,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Enviada,69,80,SP,São Bernardo do Campo
MLB2026-000171,2026-02-26,CAP-GS24-COU,Capa Galaxy S24 Couro Premium,Couro,Preto,2,64.9,129.8,62.02,67.78,52.2,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,6,Concluída,12,192,MG,Contagem
MLB2026-000172,2026-02-26,CAP-MG85-TPU,Capa Moto G85 TPU Cinza,TPU,Cinza,1,16.9,16.9,7.99,-0.12,-0.7,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Pendente,43,53,AM,Manaus
MLB2026-000173,2026-02-27,CAP-IP15-CRI,Capa iPhone 15 Acrílico Cristal Transparente,Cristal,Transparente,1,29.9,29.9,12.6,8.27,27.7,12.9,9.03,0.0,0.0,0,0,Orgânico,Cartão de crédito,9,Concluída,46,35,SP,São Bernardo do Campo
MLB2026-000174,2026-02-27,CAP-IP16-MAG,Capa iPhone 16 Silicone com MagSafe,MagSafe,Azul,1,49.9,49.9,19.32,30.58,61.3,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,33,169,SP,São Bernardo do Campo
MLB2026-000175,2026-02-27,CAP-IP16-MAG,Capa iPhone 16 Silicone com MagSafe,MagSafe,Azul,1,49.9,49.9,22.59,25.36,50.8,0.0,0.0,0.0,1.95,3231,71,Anúncios,Cartão de crédito,,Cancelada,33,168,SP,Osasco
MLB2026-000176,2026-02-27,CAP-IP12-TPU,Capa iPhone 12 TPU Transparente,TPU,Transparente,2,16.9,33.8,11.9,11.44,33.8,12.9,9.03,0.0,1.43,1745,13,Anúncios,Cartão de crédito,12,Concluída,53,65,RJ,Duque de Caxias
MLB2026-000177,2026-02-27,CAP-GA55-SIL,Capa Galaxy A55 Silicone Fosca,Silicone,Verde,1,22.9,22.9,10.61,12.29,53.7,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,38,156,PR,Londrina
MLB2026-000178,2026-02-27,CAP-GA55-SIL,Capa Galaxy A55 Silicone Fosca,Silicone,Verde,1,22.9,22.9,10.14,12.76,55.7,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,38,155,MA,Imperatriz
MLB2026-000179,2026-02-27,CAP-GS25-COU,Capa Galaxy S25 Ultra Couro Premium,Couro,Marrom,1,69.9,69.9,34.89,35.01,50.1,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,48,178,SP,Campinas
MLB2026-000180,2026-02-27,CAP-GS23-TPU,Capa Galaxy S23 TPU Camuflada,TPU,Camuflado,1,19.9,19.9,7.26,-1.29,-6.5,19.9,13.93,0.0,0.0,0,0,Orgânico,Boleto,,Concluída,7,206,MG,Juiz de Fora
MLB2026-000181,2026-02-27,CAP-RN14-SIL,Capa Redmi Note 14 Silicone,Silicone,Preto,1,18.9,18.9,9.13,7.98,42.2,0.0,0.0,0.0,1.79,1363,23,Anúncios,Cartão de crédito,,Enviada,29,134,PR,Londrina
MLB2026-000182,2026-02-27,CAP-RN13-TPU,Capa Redmi Note 13 TPU Cristal,TPU,Transparente,1,14.9,14.9,5.81,-1.68,-11.3,12.9,9.03,0.0,1.74,2894,25,Anúncios,Cartão de crédito,6,Concluída,22,221,PR,Londrina
MLB2026-000183,2026-02-27,CAP-RN13-TPU,Capa Redmi Note 13 TPU Cristal,TPU,Transparente,1,14.9,14.9,5.31,9.59,64.4,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,22,220,RJ,Rio de Janeiro
MLB2026-000184,2026-02-27,CAP-IP16-CRI,Capa iPhone 16 Cristal Espelhada,Cristal,Prata,1,37.9,37.9,15.74,3.86,10.2,19.9,13.93,0.0,4.37,2103,35,Anúncios,Cartão de crédito,,Cancelada,29,169,PR,Londrina
MLB2026-000185,2026-02-27,CAP-R12-CRI,Capa realme 12 Cristal Transparente,Cristal,Transparente,1,24.9,24.9,9.14,6.73,27.0,12.9,9.03,0.0,0.0,0,0,Orgânico,Cartão de débito,,Concluída,33,11,MG,Contagem
MLB2026-000186,2026-02-27,CAP-GS24-COU,Capa Galaxy S24 Couro Premium,Couro,Preto,1,64.9,64.9,30.6,29.89,46.1,0.0,0.0,4.41,0.0,0,0,Orgânico,Pix,,Concluída,22,191,SP,São Paulo
MLB2026-000187,2026-02-27,CAP-R12-SUP,Capa realme 12 com Suporte,Com Suporte,Cinza,1,33.9,33.9,15.01,9.86,29.1,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,15,218,PR,Curitiba
MLB2026-000188,2026-02-27,CAP-GA54-SIL,Capa Galaxy A54 Silicone Vermelho,Silicone,Vermelho,1,18.9,18.9,7.58,11.32,59.9,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de débito,,Concluída,59,203,PA,Belém
MLB2026-000189,2026-02-27,CAP-GA54-SIL,Capa Galaxy A54 Silicone Vermelho,Silicone,Vermelho,2,18.9,37.8,14.86,19.09,50.5,0.0,0.0,3.85,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,59,201,SP,Osasco
MLB2026-000190,2026-02-28,CAP-IP15-SIL,Capa de Celular iPhone 15 Silicone Fosca,Silicone,Preto,1,24.9,24.9,11.22,-7.98,-32.0,19.9,13.93,4.73,3.0,3293,84,Anúncios,Pix,,Concluída,277,89,PR,Maringá
MLB2026-000191,2026-02-28,CAP-IP15-SIL,Capa de Celular iPhone 15 Silicone Fosca,Silicone,Preto,1,24.9,24.9,10.52,-3.45,-13.9,19.9,13.93,0.0,3.9,1480,13,Anúncios,Cartão de crédito,12,Concluída,277,88,BA,Vitória da Conquista
MLB2026-000192,2026-02-28,CAP-IP15-SIL,Capa de Celular iPhone 15 Silicone Fosca,Silicone,Preto,2,24.9,49.8,21.8,13.33,26.8,19.9,13.93,0.74,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,277,86,SP,Campinas
MLB2026-000193,2026-02-28,CAP-GA55-SIL,Capa Galaxy A55 Silicone Fosca,Silicone,Verde,1,22.9,22.9,8.52,-1.39,-6.1,19.9,13.93,0.0,1.84,3492,60,Anúncios,Pix,,Concluída,23,154,MA,São Luís
MLB2026-000194,2026-02-28,CAP-GA55-CRI,Capa Galaxy A55 Cristal Ultra Fino,Cristal,Transparente,1,26.9,26.9,11.92,1.05,3.9,19.9,13.93,0.0,0.0,0,0,Orgânico,Cartão de crédito,3,Enviada,40,136,RJ,Duque de Caxias
MLB2026-000195,2026-02-28,CAP-GA56-MAG,Capa Galaxy A56 com MagSafe,MagSafe,Roxo,1,47.9,47.9,21.76,24.57,51.3,0.0,0.0,0.0,1.57,2889,11,Anúncios,Cartão de crédito,,Devolvida,37,88,SP,São Bernardo do Campo
MLB2026-000196,2026-02-28,CAP-GS24-SIL,Capa Galaxy S24 Silicone com Anel,Silicone,Azul,1,29.9,29.9,12.49,3.38,11.3,12.9,9.03,5.0,0.0,0,0,Orgânico,Pix,,Enviada,37,164,SP,Osasco
MLB2026-000197,2026-02-28,CAP-GS24-SIL,Capa Galaxy S24 Silicone com Anel,Silicone,Azul,2,29.9,59.8,27.88,22.09,36.9,12.9,9.03,0.8,0.0,0,0,Orgânico,Pix,,Concluída,37,162,RS,Porto Alegre
MLB2026-000198,2026-02-28,CAP-RN14-SIL,Capa Redmi Note 14 Silicone,Silicone,Preto,1,18.9,18.9,9.01,-4.04,-21.4,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,27,133,PA,Belém
MLB2026-000199,2026-02-28,CAP-R12-SIL,Capa realme 12 Silicone Fosca,Silicone,Branco,1,20.9,20.9,8.77,9.71,46.5,0.0,0.0,0.0,2.42,2885,81,Anúncios,Cartão de crédito,,Concluída,74,204,SP,Osasco
MLB2026-000200,2026-02-28,CAP-IP15-PLU,Capa iPhone 15 Pelúcia Colorida,Pelúcia,Rosa,1,39.9,39.9,17.39,18.81,47.1,0.0,0.0,0.0,3.7,2656,36,Anúncios,Pix,,Concluída,61,152,DF,Brasília
MLB2026-000201,2026-02-28,CAP-GS25-SIL,Capa Galaxy S25 Ultra Silicone MagSafe,MagSafe,Preto,2,54.9,109.8,44.76,62.57,57.0,0.0,0.0,2.47,0.0,0,0,Orgânico,Cartão de crédito,12,Concluída,9,31,SP,São Paulo
MLB2026-000202,2026-02-28,CAP-GS25-SIL,Capa Galaxy S25 Ultra Silicone MagSafe,MagSafe,Preto,1,54.9,54.9,21.72,28.75,52.4,0.0,0.0,4.43,0.0,0,0,Orgânico,Cartão de crédito,3,Concluída,9,30,RS,Pelotas
MLB2026-000203,2026-02-28,CAP-GS24-COU,Capa Galaxy S24 Couro Premium,Couro,Preto,1,64.9,64.9,28.88,36.02,55.5,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,8,190,ES,Serra
MLB2026-000204,2026-02-28,CAP-GS24-COU,Capa Galaxy S24 Couro Premium,Couro,Preto,1,64.9,64.9,31.0,33.9,52.2,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,8,189,SP,São Bernardo do Campo
MLB2026-000205,2026-02-28,CAP-MG85-TPU,Capa Moto G85 TPU Cinza,TPU,Cinza,1,16.9,16.9,5.97,10.93,64.7,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,9,Concluída,35,52,SP,São Bernardo do Campo
MLB2026-000206,2026-02-28,CAP-MG85-TPU,Capa Moto G85 TPU Cinza,TPU,Cinza,1,16.9,16.9,7.89,-4.92,-29.1,19.9,13.93,0.0,0.0,0,0,Orgânico,Cartão de débito,,Cancelada,35,51,RJ,Rio de Janeiro
MLB2026-000207,2026-02-28,CAP-MG85-TPU,Capa Moto G85 TPU Cinza,TPU,Cinza,1,16.9,16.9,8.18,6.5,38.5,0.0,0.0,2.22,0.0,0,0,Orgânico,Pix,,Concluída,35,50,MA,Imperatriz
MLB2026-000208,2026-02-28,CAP-GA54-SIL,Capa Galaxy A54 Silicone Vermelho,Silicone,Vermelho,1,18.9,18.9,7.36,-2.39,-12.6,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,44,200,SP,São Bernardo do Campo
MLB2026-000209,2026-02-28,CAP-GA54-SIL,Capa Galaxy A54 Silicone Vermelho,Silicone,Vermelho,1,18.9,18.9,9.26,0.61,3.2,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Cancelada,44,199,SP,Campinas
